flowID,src,dest,period[s],e2e_deadline[s],net_deadline[s],latency_bound[s],seqn,send_ts[s],rcv_ts[s],latency[s],slack[s],tightness[%]
4-1,4,1,9.0,57.0,8.53328,43.666136,22,241.7891240119934,244.5106279850006,2.721503973007202,54.2784960269928,6.23252758844337
4-1,4,1,9.0,57.0,8.53328,43.666136,23,252.27935194969177,256.23029494285583,3.9509429931640625,53.04905700683594,9.048071011284494
4-1,4,1,9.0,57.0,8.53328,43.666136,24,262.78938698768616,264.73918104171753,1.949794054031372,55.05020594596863,4.465231487465188
4-1,4,1,9.0,57.0,8.53328,43.666136,25,273.31043791770935,274.3406960964203,1.0302581787109375,55.96974182128906,2.3593985479066375
4-1,4,1,9.0,57.0,8.53328,43.666136,26,283.7990789413452,292.45969796180725,8.660619020462036,48.339380979537964,19.8337197054991
4-1,4,1,9.0,57.0,8.53328,43.666136,27,294.3193140029907,299.94190192222595,5.6225879192352295,51.37741208076477,12.876312021826774
4-1,4,1,9.0,57.0,8.53328,43.666136,28,304.80910301208496,309.550008058548,4.740905046463013,52.25909495353699,10.857166401128355
4-1,4,1,9.0,57.0,8.53328,43.666136,29,315.32942605018616,319.1309859752655,3.8015599250793457,53.198440074920654,8.70596822461998
4-1,4,1,9.0,57.0,8.53328,43.666136,30,325.81936407089233,327.67078495025635,1.8514208793640137,55.148579120635986,4.239946670261856
4-1,4,1,9.0,57.0,8.53328,43.666136,31,336.3292419910431,340.45060992240906,4.121367931365967,52.87863206863403,9.438361872380845
4-1,4,1,9.0,57.0,8.53328,43.666136,32,346.84917306900024,354.29023003578186,7.441056966781616,49.558943033218384,17.04079556474064
4-1,4,1,9.0,57.0,8.53328,43.666136,33,357.33901596069336,363.90048003196716,6.561464071273804,50.438535928726196,15.026436209683869
4-1,4,1,9.0,57.0,8.53328,43.666136,34,367.8593111038208,373.48078894615173,5.621477842330933,51.37852215766907,12.873769830082818
4-1,4,1,9.0,57.0,8.53328,43.666136,35,378.3493490219116,380.9694130420685,2.6200640201568604,54.37993597984314,6.000219529744652
4-1,4,1,9.0,57.0,8.53328,43.666136,36,388.8591330051422,389.4982280731201,0.6390950679779053,56.360904932022095,1.4635942781333005
4-1,4,1,9.0,57.0,8.53328,43.666136,37,399.35940194129944,400.1790609359741,0.8196589946746826,56.18034100532532,1.8771044790285143
4-1,4,1,9.0,57.0,8.53328,43.666136,38,409.86913800239563,417.2006869316101,7.3315489292144775,49.66845107078552,16.790010751614197
4-1,4,1,9.0,57.0,8.53328,43.666136,39,420.38896799087524,424.678591966629,4.289623975753784,52.710376024246216,9.823685740716295
4-1,4,1,9.0,57.0,8.53328,43.666136,40,430.8791069984436,435.33860301971436,4.459496021270752,52.54050397872925,10.212710419971101
4-1,4,1,9.0,57.0,8.53328,43.666136,41,441.3991060256958,444.90020203590393,3.50109601020813,53.49890398979187,8.017874561211759
4-1,4,1,9.0,57.0,8.53328,43.666136,42,451.8891689777374,460.9183659553528,9.029196977615356,47.970803022384644,20.677801620952575
4-1,4,1,9.0,57.0,8.53328,43.666136,43,462.3992660045624,471.579402923584,9.180136919021606,47.819863080978394,21.023469809697854
4-1,4,1,9.0,57.0,8.53328,43.666136,44,472.8998260498047,480.1091570854187,7.209331035614014,49.790668964385986,16.51011904422689
